| Sat Dec  9 15:34:58 2017 | 265004005    | Makin Eugen | 265004005 | Главное меню 🏠 
| Sun Dec 10 14:17:01 2017 | 265004005    | Makin Eugen | 265004005 | Отмена поездки 
| Sun Dec 10 14:17:03 2017 | 265004005    | Makin Eugen | 265004005 | Список необходимых документов 
| Sun Dec 10 14:18:58 2017 | 265004005    | Makin Eugen | 265004005 | Главное меню 🏠 
| Sun Dec 10 14:19:02 2017 | 265004005    | Makin Eugen | 265004005 | Что делать, если наступил страховой случай 🏥 
| Sun Dec 10 14:19:05 2017 | 265004005    | Makin Eugen | 265004005 | Отмена поездки 
| Sun Dec 10 14:19:08 2017 | 265004005    | Makin Eugen | 265004005 | Список необходимых документов 
| Sun Dec 10 14:21:36 2017 | 265004005    | Makin Eugen | 265004005 | Главное меню 🏠 
| Sun Dec 10 14:21:41 2017 | 265004005    | Makin Eugen | 265004005 | Что делать, если наступил страховой случай 🏥 
| Sun Dec 10 14:21:44 2017 | 265004005    | Makin Eugen | 265004005 | Отмена поездки 
| Sun Dec 10 14:21:46 2017 | 265004005    | Makin Eugen | 265004005 | Список необходимых документов 
| Sun Dec 10 14:21:49 2017 | 265004005    | Makin Eugen | 265004005 | Заявление об отмене поездки 
| Sun Dec 10 14:21:52 2017 | 265004005    | Makin Eugen | 265004005 | Образцы заявлений 
| Sun Dec 10 14:23:20 2017 | 265004005    | Makin Eugen | 265004005 | Главное меню 🏠 
| Sun Dec 10 14:23:22 2017 | 265004005    | Makin Eugen | 265004005 | Что делать, если наступил страховой случай 🏥 
| Sun Dec 10 14:23:28 2017 | 265004005    | Makin Eugen | 265004005 | Отмена поездки 
| Sun Dec 10 14:23:30 2017 | 265004005    | Makin Eugen | 265004005 | Список необходимых документов 
| Sun Dec 10 14:23:36 2017 | 265004005    | Makin Eugen | 265004005 | Подтверждение расходов 
| Sun Dec 10 14:23:43 2017 | 265004005    | Makin Eugen | 265004005 | Образцы заявлений 
| Sun Dec 10 14:23:53 2017 | 265004005    | Makin Eugen | 265004005 | 3)Случился невыезд 
| Sun Dec 10 14:24:39 2017 | 143071995    | D L | 143071995 | /start 
| Sun Dec 10 14:24:42 2017 | 143071995    | D L | 143071995 | Sign up 
| Sun Dec 10 14:24:50 2017 | 143071995    | D L | 143071995 | Y 
| Sun Dec 10 14:24:55 2017 | 143071995    | D L | 143071995 | Стикеры 🐦 
| Sun Dec 10 14:25:06 2017 | 143071995    | D L | 143071995 | Стикеры 🐦 
| Sun Dec 10 14:25:24 2017 | 143071995    | D L | 143071995 | Погода ☔ 
| Sun Dec 10 14:25:29 2017 | 143071995    | D L | 143071995 | Завтра утром 
| Sun Dec 10 14:25:31 2017 | 143071995    | D L | 143071995 | Указать город 
| Sun Dec 10 14:25:35 2017 | 143071995    | D L | 143071995 | Moscow 
| Sun Dec 10 14:25:36 2017 | 143071995    | D L | 143071995 | Moscow 
| Sun Dec 10 14:25:43 2017 | 143071995    | D L | 143071995 | Главное меню 🏠 
| Sun Dec 10 14:25:47 2017 | 143071995    | D L | 143071995 | Обратная связь 📝 
| Sun Dec 10 14:25:51 2017 | 143071995    | D L | 143071995 | Главное меню 🏠 
| Sun Dec 10 14:25:53 2017 | 143071995    | D L | 143071995 | Контакты ☎ 
| Sun Dec 10 14:25:55 2017 | 143071995    | D L | 143071995 | Главное меню 🏠 
| Sun Dec 10 14:25:56 2017 | 143071995    | D L | 143071995 | Что делать, если наступил страховой случай 🏥 
| Sun Dec 10 14:25:58 2017 | 143071995    | D L | 143071995 | Пропажа багажа 
| Sun Dec 10 14:26:00 2017 | 143071995    | D L | 143071995 | Бирки 
| Sun Dec 10 14:26:01 2017 | 143071995    | D L | 143071995 | Правила страхования 
| Sun Dec 10 14:26:03 2017 | 143071995    | D L | 143071995 | 3)Правила страхования багажа 
| Sun Dec 10 14:26:05 2017 | 143071995    | D L | 143071995 | Главное меню 🏠 
| Sun Dec 10 14:26:12 2017 | 143071995    | D L | 143071995 | Документы 📒 
| Sun Dec 10 14:26:14 2017 | 143071995    | D L | 143071995 | Образцы заявлений 
| Sun Dec 10 14:26:16 2017 | 143071995    | D L | 143071995 | 4)Страховой случай, связанный с невыездом вашего ребенка 
| Sun Dec 10 14:26:17 2017 | 143071995    | D L | 143071995 | Главное меню 🏠 
| Sun Dec 10 14:26:18 2017 | 143071995    | D L | 143071995 | Что делать, если наступил страховой случай 🏥 
| Sun Dec 10 14:26:20 2017 | 143071995    | D L | 143071995 | Отмена поездки 
| Sun Dec 10 14:26:21 2017 | 143071995    | D L | 143071995 | Список необходимых документов 
| Sun Dec 10 14:26:23 2017 | 143071995    | D L | 143071995 | Полис 
| Sun Dec 10 14:26:31 2017 | 143071995    | D L | 143071995 | Правила страхования 
| Sun Dec 10 14:26:42 2017 | 222844404    | Андрей Евланичев | 222844404 | Aaa 
| Sun Dec 10 14:26:49 2017 | 222844404    | Андрей Евланичев | 222844404 | Start 
| Sun Dec 10 14:26:55 2017 | 222844404    | Андрей Евланичев | 222844404 | Aaa 
| Sun Dec 10 14:27:04 2017 | 222844404    | Андрей Евланичев | 222844404 | Sign up 
| Sun Dec 10 14:27:08 2017 | 222844404    | Андрей Евланичев | 222844404 | Aaa 
| Sun Dec 10 14:27:08 2017 | 265004005    | Makin Eugen | 265004005 | /start 
| Sun Dec 10 14:27:14 2017 | 265004005    | Makin Eugen | 265004005 | Наши организации на карте 🗺 
| Sun Dec 10 14:27:17 2017 | 265004005    | Makin Eugen | 265004005 | Клиники "Будь здоров" 🦋 
| Sun Dec 10 14:27:18 2017 | 222844404    | Андрей Евланичев | 222844404 | Что делать, если наступил страховой случай 🏥 
| Sun Dec 10 14:27:23 2017 | 265004005    | Makin Eugen | 265004005 | None 
| Sun Dec 10 14:27:25 2017 | 265004005    | Makin Eugen | 265004005 | Главное меню 🏠 
| Sun Dec 10 14:27:29 2017 | 222844404    | Андрей Евланичев | 222844404 | Несчастный случай 
| Sun Dec 10 14:27:32 2017 | 222844404    | Андрей Евланичев | 222844404 | Ожог 
| Sun Dec 10 14:28:15 2017 | 265004005    | Makin Eugen | 265004005 | Погода ☔ 
| Sun Dec 10 14:28:17 2017 | 265004005    | Makin Eugen | 265004005 | Сейчас 
| Sun Dec 10 14:28:21 2017 | 265004005    | Makin Eugen | 265004005 | None 
| Sun Dec 10 14:28:23 2017 | 265004005    | Makin Eugen | 265004005 | Главное меню 🏠 
